Measure,PID,use,valdays,valwkdays,valwkend,allMeanWakeWear,allMeanSleepNW,allmean_mv_EV,allmean_cntmv_EV,allmean_v_EV,allmean_cntv_EV,allmean_m_EV,allmean_cntm_EV,allmean_l_EV,allmean_cntl_EV,allmean_s_EV,allmean_cnts_EV,allMeanActCounts,allMeanIntenPerMin,WKDAYMeanWakeWear,WKDAYMeanSleepNW,WKDAYmean_mv_EV,WKDAYmean_cntmv_EV,WKDAYmean_v_EV,WKDAYmean_cntv_EV,WKDAYmean_m_EV,WKDAYmean_cntm_EV,WKDAYmean_l_EV,WKDAYmean_cntl_EV,WKDAYmean_s_EV,WKDAYmean_cnts_EV,WKDAYMeanActCounts,WKDAYMeanIntenPerMin,WKENDMeanWakeWear,WKENDMeanSleepNW,WKENDmean_mv_EV,WKENDmean_cntmv_EV,WKENDmean_v_EV,WKENDmean_cntv_EV,WKENDmean_m_EV,WKENDmean_cntm_EV,WKENDmean_l_EV,WKENDmean_cntl_EV,WKENDmean_s_EV,WKENDmean_cnts_EV,WKENDMeanActCounts,WKENDMeanIntenPerMin,SUNMeanWakeWear,SUNMeanSleepNW,SUNmean_mv_EV,SUNmean_cntmv_EV,SUNmean_v_EV,SUNmean_cntv_EV,SUNmean_m_EV,SUNmean_cntm_EV,SUNmean_l_EV,SUNmean_cntl_EV,SUNmean_s_EV,SUNmean_cnts_EV,SUNMeanActCounts,SUNMeanIntenPerMin
1,054325,A,7,5,2,842.2857143,597.7142857,33.25,139634.7143,9.75,70394.71429,23.5,69240,223.7142857,148922.2857,585.3214286,4113.714286,292670.7143,347.4720149,876.8,563.2,37.35,166726.2,12.45,92631.4,24.9,74094.8,233.35,151070.2,606.1,4123.2,321919.6,367.1528285,756,684,23,71906,3,14803,20,57103,199.625,143552.5,533.375,4090,219548.5,290.4080688,675,765,14.75,48856,3.25,15257,11.5,33599,155.25,105280,505,3627,157763,233.722963
1,054326,A,7,5,2,869,571,65.71428571,219580.1429,12.42857143,60360.42857,53.28571429,159219.7143,342.6785714,274070.5714,460.6071429,4843,498493.7143,573.6406378,923.2,516.8,69.65,229963.8,11.75,56437.6,57.9,173526.2,378.7,300275.4,474.85,5335.8,535575,580.1288995,733.5,706.5,55.875,193621,14.125,70167.5,41.75,123453.5,252.625,208558.5,425,3611,405790.5,553.2249489,739,701,56.5,194270,14.75,71665,41.75,122605,298.5,246499,384,3764,444533,601.5331529
1,064101,A,7,5,2,919.8571429,520.1428571,45.39285714,151134.1429,8.214285714,37721.28571,37.17857143,113412.8571,248.6428571,179229.5714,625.8214286,4583.142857,334946.8571,364.1292126,964.2,475.8,54.2,180656.2,9.5,43533.8,44.7,137122.4,259.95,185601,650.05,4777,371034.2,384.8104128,809,631,23.375,77329,5,23190,18.375,54139,220.375,163301,565.25,4098.5,244728.5,302.5074166,887,553,19.75,63111,3,15041,16.75,48070,228,174760,639.25,4172,242043,272.8782413
1,064102,A,7,5,2,881,559,40.96428571,142233.8571,6.357142857,42981.14286,34.60714286,99252.71429,315.3928571,241285,524.6428571,4545.142857,388064,440.4812713,897.2,542.8,45.7,163792,7.9,55323.4,37.8,108468.6,295.95,220794.2,555.55,4729.2,389315.4,433.9226482,840.5,599.5,29.125,88338.5,2.5,12125.5,26.625,76213,364,292512,447.375,4085,384935.5,457.9839381,819,621,45.75,138613,3.75,18479,42,120134,442.25,381567,331,4485,524665,640.6166056
1,064103,A,5,4,1,872.8,567.2,33.05,112288.8,6.95,35444,26.1,76844.8,220.25,150131.2,619.5,4326,266746,305.6209899,874.75,565.25,32.9375,108631.5,5.875,29164,27.0625,79467.5,222,151571.25,619.8125,4372.5,264575.25,302.4581309,865,575,33.5,126918,11.25,60564,22.25,66354,213.25,144371,618.25,4140,275429,318.4150289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,064104,A,7,5,2,912,528,59.71428571,208979.5714,15.75,77323.28571,43.96428571,131656.2857,247.5714286,178477.7143,604.7142857,4800.285714,392257.5714,430.1069862,942,498,72.5,256691.8,20.25,99559,52.25,157132.8,264.25,191702.4,605.25,5326.6,453720.8,481.6569002,837,603,27.75,89699,4.5,21734,23.25,67965,205.875,145416,603.375,3484.5,238599.5,285.0651135,766,674,31.75,104672,6,28090,25.75,76582,189.25,132379,545,3363,240414,313.8563969
1,064105,A,7,5,2,874,566,53.14285714,191172.2857,12.39285714,69531.28571,40.75,121641,278.3571429,197923.4286,542.5,4489.857143,393585.5714,450.3267408,907.8,532.2,50.95,171797,11.2,53415.8,39.75,118381.2,266.5,188913.4,590.35,4637,365347.4,402.4536241,789.5,650.5,58.625,239610.5,15.375,109820,43.25,129790.5,308,220448.5,422.875,4122,464181,587.9430019,710,730,74.25,344295,26.75,200264,47.5,144031,293.25,222789,342.5,3774,570858,804.0253521
1,065110,A,7,5,2,773,667,39.67857143,135105.7143,7.714285714,38029.71429,31.96428571,97076,217.0357143,147406.2857,516.2857143,4784.571429,287296.5714,371.6643874,745.8,694.2,47.7,161911,8.75,43505.2,38.95,118405.8,222.15,157286.6,475.95,4674.4,323872,434.261196,841,599,19.625,68092.5,5.125,24341,14.5,43751.5,204.25,122705.5,617.125,5060,195858,232.8870392,866,574,9.25,28616,1,4530,8.25,24086,183,108777,673.75,4102,141495,163.3891455
1,064112,A,5,3,2,976.2,463.8,41.3,147384.8,10.05,53312.4,31.25,94072.4,278.3,206765.2,656.6,4694.2,358844.2,367.5929113,1022.333333,417.6666667,47.41666667,173905,12.83333333,68994,34.58333333,104911,282.25,212889.3333,692.6666667,4762.666667,391557,383.0032605,907,533,32.125,107604.5,5.875,29790,26.25,77814.5,272.375,197579,602.5,4591.5,309775,341.5380375,865,575,44.25,146603,6.75,34426,37.5,112177,295,226210,525.75,4357,377170,436.0346821
1,064115,A,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,065101,A,7,5,2,917.2857143,522.7142857,53.75,199644,15.82142857,85152.28571,37.92857143,114491.7143,334.6785714,221537.2857,528.8571429,6440.571429,427621.8571,466.1817474,899.6,540.4,47.55,176363.8,13.55,74237.8,34,102126,325.2,207240.6,526.85,6364,389968.4,433.4908848,961.5,478.5,69.25,257844.5,21.5,112438.5,47.75,145406,358.375,257279,533.875,6632,521755.5,542.6474259,931,509,85.75,323406,27,141644,58.75,181762,362.75,262368,482.5,6467,592241,636.1342642
1,065104,A,7,5,2,901.7142857,538.2857143,59.39285714,187866.4286,6.607142857,30982.71429,52.78571429,156883.7143,319.0714286,227368.8571,523.25,5239.285714,420474.5714,466.3057668,921.4,518.6,66.5,210789,7,32951.2,59.5,177837.8,317.3,225586,537.6,5270.8,441645.8,479.320382,852.5,587.5,41.625,130560,5.625,26061.5,36,104498.5,323.5,231826,487.375,5160.5,367546.5,431.1395894,754,686,30.25,94567,4.5,20253,25.75,74314,300.75,215958,423,4945,315470,418.3952255
1,066106,A,7,5,2,955.8571429,484.1428571,89.92857143,323779,26.82142857,131540.1429,63.10714286,192238.8571,275.7142857,221585,590.2142857,4474,549838,575.2303094,995.8,444.2,98.95,354714.2,28.45,140391,70.5,214323.2,291.55,240665.4,605.3,4455.8,599835.4,602.3653344,856,584,67.375,246441,22.75,109413,44.625,137028,236.125,173884,552.5,4519.5,424844.5,496.3136682,929,511,51.5,178841,13.75,66576,37.75,112265,262.5,178906,615,5253,363000,390.7427341
1,065108,A,6,4,2,946.6666667,493.3333333,48.41666667,161682.5,9.583333333,47369.16667,38.83333333,114313.3333,297.125,212928,601.125,5226.5,379837,401.2362676,947.5,492.5,45.125,152906.75,9.8125,46983.25,35.3125,105923.5,283.25,189650,619.125,5656.25,348213,367.507124,945,495,55,179234,9.125,48141,45.875,131093,324.875,259484,565.125,4367,443085,468.8730159,1015,425,66,205981,8.75,42845,57.25,163136,380.5,319466,568.5,4369,529816,521.9862069
,065109,A,1,1,0,890,550,16.75,54465,2.25,11242,14.5,43223,322,215734,551.25,4459,274658,308.6044944,890,550,16.75,54465,2.25,11242,14.5,43223,322,215734,551.25,4459,274658,308.6044944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,065111,A,7,5,2,877.4285714,562.5714286,97.32142857,321349.7143,16.25,80142.14286,81.07142857,241207.5714,301.8571429,244834.2857,478.25,5157.571429,571341.5714,651.1545099,869.8,570.2,90.35,295902.2,13.9,70097.8,76.45,225804.4,293.45,241050.4,486,5001,541953.6,623.0784088,896.5,543.5,114.75,384968.5,22.125,105253,92.625,279715.5,322.875,254294,458.875,5549,644811.5,719.2543224,840,600,117.75,402544,23.75,113092,94,289452,308.25,218440,414,6140,627124,746.5761905
1,065113,A,7,5,2,886.5714286,553.4285714,71.60714286,259625,18.03571429,98950.71429,53.57142857,160674.2857,329.8571429,252283.4286,485.1071429,5454.714286,517363.1429,583.5549468,907,533,72.3,254002,18,89546.4,54.3,164455.6,337.8,252433.2,496.9,5921.8,512357,564.8919515,835.5,604.5,69.875,273682.5,18.125,122461.5,51.75,151221,310,251909,455.625,4287,529878.5,634.2052663,851,589,77.25,268817,17.25,90725,60,178092,359.75,285989,414,3981,558787,656.6239718
1,066117,A,6,5,1,893.3333333,546.6666667,49.45833333,167852.1667,11.08333333,52515,38.375,115337.1667,286.2083333,199843,557.6666667,5156.333333,372851.5,417.3710821,922,518,55.15,186806.4,12.2,57730.2,42.95,129076.2,301.75,213134.2,565.1,5398,405338.6,439.629718,750,690,21,73081,5.5,26439,15.5,46642,208.5,133387,520.5,3948,210416,280.5546667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,065203,A,5,4,1,863.4,576.6,42.25,131777.6,5.6,26067.6,36.65,105710,297.65,224544.4,523.5,5277.4,361599.4,418.8086634,874,566,47.625,147761.75,5.9375,27665.25,41.6875,120096.5,314.3125,243917.25,512.0625,5138.25,396817.25,454.0243135,821,619,20.75,67841,4.25,19677,16.5,48164,231,147053,569.25,5834,220728,268.8526188,821,619,20.75,67841,4.25,19677,16.5,48164,231,147053,569.25,5834,220728,268.8526188
1,065213,A,6,4,2,853.5,586.5,58.875,207196.6667,15,75245.83333,43.875,131950.8333,307.4166667,222338,487.2083333,5395.5,434930.1667,509.5842609,830,610,55.0625,194782.75,14.6875,74313.5,40.375,120469.25,308.125,217092.5,466.8125,5755.25,417630.5,503.1692771,900.5,539.5,66.5,232024.5,15.625,77110.5,50.875,154914,306,232829,528,4676,469529.5,521.4097723,881,559,103.5,357709,23.5,114497,80,243212,366.5,302088,411,4704,664501,754.2576617
1,074101,A,4,4,0,869.25,570.75,51.8125,177293.5,11.25,54358.25,40.5625,122935.25,282.8125,192285.75,534.625,4555.5,374134.75,430.4109865,869.25,570.75,51.8125,177293.5,11.25,54358.25,40.5625,122935.25,282.8125,192285.75,534.625,4555.5,374134.75,430.4109865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,074103,A,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,074106,A,4,3,1,833,607,68.375,227435.25,11.5625,55573,56.8125,171862.25,262.5,199807.75,502.125,4404.5,431647.5,518.1842737,863.6666667,576.3333333,73.33333333,242503.6667,12.08333333,57860,61.25,184643.6667,269.4166667,205825.6667,520.9166667,4547.333333,452876.6667,524.36511,741,699,53.5,182230,10,48712,43.5,133518,241.75,181754,445.75,3976,367960,496.5721997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,075108,A,7,5,2,895,545,48.32142857,161484.1429,9.892857143,46796.85714,38.42857143,114687.2857,312.4285714,212013.4286,534.25,5861.857143,379359.4286,423.8652833,922.4,517.6,58.85,198794.8,12.95,61283.4,45.9,137511.4,321.4,224258.8,542.15,6018.6,429072.2,465.1693408,826.5,613.5,22,68207.5,2.25,10580.5,19.75,57627,290,181400,514.5,5470,255077.5,308.6237145,771,669,31.25,98716,3.75,17864,27.5,80852,321.25,212950,418.5,5608,317274,411.5097276
1,074110,A,7,5,2,869.8571429,570.1428571,85.96428571,323120.7143,30.92857143,153751,55.03571429,169369.7143,237.8571429,182453.4286,546.0357143,4060.857143,509635,585.8835605,910.6,529.4,79.35,295878.2,27.1,137730.4,52.25,158147.8,257.75,199408.6,573.5,4453.2,499740,548.802987,768,672,102.5,391227,40.5,193802.5,62,197424.5,188.125,140065.5,477.375,3080,534372.5,695.797526,825,615,121.25,484714,58,283487,63.25,201227,202,151631,501.75,3241,639586,775.2557576
1,074111,A,4,4,0,895,545,56.875,197152,14.25,71593.5,42.625,125558.5,340.625,245350.25,497.5,5403.25,447905.5,500.4530726,895,545,56.875,197152,14.25,71593.5,42.625,125558.5,340.625,245350.25,497.5,5403.25,447905.5,500.4530726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,074112,A,7,5,2,914,526,85.28571429,294903.8571,19.21428571,99280.85714,66.07142857,195623,299.4642857,241141.7143,529.25,4833.285714,540878.8571,591.7711785,964.6,475.4,105.05,362305.6,23.5,121376.2,81.55,240929.4,335.25,278128.8,524.3,5155.2,645589.6,669.2821895,787.5,652.5,35.875,126399.5,8.5,44042.5,27.375,82357,210,148674,541.625,4028.5,279102,354.4152381,882,558,15,52897,3,16176,12,36721,146,88220,721,3908,145025,164.4274376
1,074115,A,6,4,2,892.5,547.5,32.29166667,104560.6667,5.541666667,26786.66667,26.75,77774,295.125,189684.6667,565.0833333,5526.333333,299771.6667,335.8786181,898,542,38.0625,126359.75,7.75,37383,30.3125,88976.75,293.4375,193518.25,566.5,5523.25,325401.25,362.3621938,881.5,558.5,20.75,60962.5,1.125,5594,19.625,55368.5,298.5,182017.5,562.25,5532.5,248512.5,281.9200227,823,617,4.5,12619,0.25,1097,4.25,11522,254.5,139076,564,5127,156822,190.5492102
1,074201,A,6,5,1,911.3333333,528.6666667,65.58333333,215626.5,12.29166667,59383.5,53.29166667,156243,329.1666667,256435.8333,516.5833333,5642.833333,477705.1667,524.1826993,907.8,532.2,65.2,212220.8,11.9,56536.2,53.3,155684.6,325.65,252518.8,516.95,5759,470498.6,518.2844239,929,511,67.5,232655,14.25,73620,53.25,159035,346.75,276021,514.75,5062,513738,553.0010764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,074204,A,7,5,2,895,545,77.03571429,262718.2857,16.39285714,85264.85714,60.64285714,177453.4286,324.1428571,278620.5714,493.8214286,4487.714286,545826.5714,609.862091,901.6,538.4,81.25,272505.8,15.6,81086.8,65.65,191419,349.15,305505.6,471.2,4722.2,582733.6,646.3327418,878.5,561.5,66.5,238249.5,18.375,95710,48.125,142539.5,261.625,211408,550.375,3901.5,453559,516.2879909,919,521,88.25,321953,26,138072,62.25,183881,314.75,261154,516,4621,587728,639.5299238
1,074215,A,7,5,2,846.8571429,593.1428571,84.10714286,289077.4286,18.64285714,92508.28571,65.46428571,196569.1429,284.3571429,237198.5714,478.3928571,4024.285714,530300.2857,626.1980432,869.2,570.8,95.7,326150,20.1,98979.8,75.6,227170.2,294.3,249623.8,479.2,4165.2,579939,667.2100782,791,649,55.125,196396,15,76329.5,40.125,120066.5,259.5,206135.5,476.375,3672,406203.5,513.5316056,817,623,50.5,183851,15.25,79152,35.25,104699,265,206645,501.5,4098,394594,482.9791922
1,074217,A,2,2,0,790.5,649.5,61.125,205175.5,12.125,58934,49,146241.5,307.375,221847,422,5245.5,432268,546.8285895,790.5,649.5,61.125,205175.5,12.125,58934,49,146241.5,307.375,221847,422,5245.5,432268,546.8285895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,074221,A,1,1,0,671,769,63,229762,19.75,100942,43.25,128820,221.25,172615,386.75,2123,404500,602.8315946,671,769,63,229762,19.75,100942,43.25,128820,221.25,172615,386.75,2123,404500,602.8315946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,074304,A,7,5,2,881,559,107.75,435155,40.42857143,231300,67.32142857,203855,328.2142857,272875.4286,445.0357143,4809.285714,712839.7143,809.1256689,921,519,125.25,522172.6,50.85,296236.6,74.4,225936,335.75,278708.6,460,4995.2,805876.4,875.0015201,781,659,64,217611,14.375,68958.5,49.625,148652.5,309.375,258292.5,407.625,4344.5,480248,614.9142125,714,726,54,188305,14.5,67925,39.5,120380,279.5,245670,380.5,3753,437728,613.0644258
1,074305,A,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,074317,A,3,3,0,851,589,37.33333333,122036,4.833333333,26538.66667,32.5,95497.33333,331.5,247688,482.1666667,5298.333333,375022.3333,440.684293,851,589,37.33333333,122036,4.833333333,26538.66667,32.5,95497.33333,331.5,247688,482.1666667,5298.333333,375022.3333,440.684293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,074318,A,5,3,2,934.4,505.6,143.9,544174.4,50.45,258277.2,93.45,285897.2,354.8,296888,435.7,4626.8,845689.2,905.0612158,988,452,167.0833333,635354,60.08333333,305821.6667,107,329532.3333,377.0833333,311996.3333,443.8333333,4841,952191.3333,963.7564103,854,586,109.125,407405,36,186960.5,73.125,220444.5,321.375,274225.5,423.5,4305.5,685936,803.2037471,866,574,100.75,374757,33,171335,67.75,203422,337.25,282405,428,4591,661753,764.1489607
1,074319,A,4,3,1,940.25,499.75,72.875,258616.25,17.0625,92675.5,55.8125,165940.75,285.0625,226575,582.3125,4493.25,489684.5,520.8024462,939,501,79.58333333,277743.3333,17.41666667,92364.66667,62.16666667,185378.6667,271.5833333,217251.3333,587.8333333,4466,499460.6667,531.9069933,944,496,52.75,201235,16,93608,36.75,107627,325.5,254546,565.75,4575,460356,487.6652542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,075320,A,7,5,2,916.5714286,523.4285714,83.07142857,287048.5714,19,94714.71429,64.07142857,192333.8571,355.0714286,270323,478.4285714,5219.571429,562591.1429,613.7995636,906.2,533.8,89.35,312310,22.4,111644.6,66.95,200665.4,355.5,272309.2,461.35,5135.2,589754.4,650.799382,942.5,497.5,67.375,223895,10.5,52390,56.875,171505,354,265357.5,521.125,5430.5,494683,524.8625995,935,505,57,187020,8.5,40663,48.5,146357,325.25,242579,552.75,5649,435248,465.5058824
1,084102,A,6,4,2,861.5,578.5,81.54166667,313302.1667,26.83333333,146635.1667,54.70833333,166667,326.2083333,252449,453.75,4680.5,570431.6667,662.1377442,919,521,100.75,393915.25,35.0625,193203,65.6875,200712.25,368.0625,297055.25,450.1875,4804.25,695774.75,757.0998368,746.5,693.5,43.125,152076,10.375,53499.5,32.75,98576.5,242.5,163236.5,460.875,4433,319745.5,428.3261889,699,741,52,187212,12.75,67568,39.25,119644,275.5,180368,371.5,5159,372739,533.2460658
1,084108,A,7,5,2,889.2857143,550.7142857,90.85714286,318823.7143,22.17857143,109816.5714,68.67857143,209007.1429,300.5357143,239572.8571,497.8928571,4388.571429,562785.1429,632.8507631,866.8,573.2,87.05,312890.4,23.85,118763.8,63.2,194126.6,281.1,224048.4,498.65,4272.2,541211,624.3781726,945.5,494.5,100.375,333657,18,87448.5,82.375,246208.5,349.125,278384,496,4679.5,616720.5,652.2691698,903,537,158.5,525080,27.25,131922,131.25,393158,309.25,291603,435.25,3935,820618,908.7685493
1,084109,A,6,4,2,798,642,67.04166667,231928.3333,14.83333333,74435.83333,52.20833333,157492.5,269.5833333,193196.1667,461.375,4430.166667,429554.6667,538.289056,747.25,692.75,72.75,247661.75,14.875,73496,57.875,174165.75,255.75,187534,418.75,4298,439493.75,588.1482101,899.5,540.5,55.625,200461.5,14.75,76315.5,40.875,124146,297.25,204520.5,546.625,4694.5,409676.5,455.4491384,845,595,38.75,129220,5.25,32749,33.5,96471,263.5,181655,542.75,4847,315722,373.635503
1,085111,A,7,5,2,860,580,32.67857143,105193.5714,5.071428571,25613.85714,27.60714286,79579.71429,283.9285714,186756.4286,543.3928571,5238.285714,297188.2857,345.5677741,867.8,572.2,36.2,115088.6,4.95,25284.4,31.25,89804.2,292.15,191486.4,539.45,5423,311998,359.5275409,840.5,599.5,23.875,80456,5.375,26437.5,18.5,54018.5,263.375,174931.5,553.25,4776.5,260164,309.5348007,671,769,27,86499,4.75,22139,22.25,64360,228.75,162361,415.25,3948,252808,376.7630402
1,085121,A,2,2,0,895.5,544.5,47.375,165427.5,10.5,56396,36.875,109031.5,297.25,212586,550.875,5900,383913.5,428.7141262,895.5,544.5,47.375,165427.5,10.5,56396,36.875,109031.5,297.25,212586,550.875,5900,383913.5,428.7141262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,085124,A,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,085104,A,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,085105,A,6,5,1,886.5,553.5,63.45833333,226657.5,12.625,80399.66667,50.83333333,146257.8333,329.3333333,253740.3333,493.7083333,4872.833333,485270.6667,547.4006392,875.4,564.6,60.3,201792.2,10.5,58811.4,49.8,142980.8,329.25,255093.2,485.85,4621.6,461507,527.1955677,942,498,79.25,350984,23.25,188341,56,162643,329.75,246976,533,6129,604089,641.2834395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,086107,A,6,4,2,836.8333333,603.1666667,49.91666667,167174.1667,9.541666667,47102.16667,40.375,120072,293.7916667,213790.8333,493.125,4402.166667,385367.1667,460.5064728,895,545,41.8125,143032,9.75,47767,32.0625,95265,295.125,201777.5,558.0625,4717.25,349526.75,390.5326816,720.5,719.5,66.125,215458.5,9.125,45772.5,57,169686,291.125,237817.5,363.25,3772,457048,634.3483692,707,733,45.5,140950,4,20180,41.5,120770,279,237291,382.5,3917,382158,540.5346535
1,085109,A,7,5,2,873.7142857,566.2857143,64.78571429,219893.1429,13.67857143,67709.71429,51.10714286,152183.4286,337.5357143,259112,471.3928571,4928.428571,483933.5714,553.8808044,887.8,552.2,75.7,255993.6,15.55,77075.4,60.15,178918.2,354.9,280791,457.2,4861,541645.6,610.0986709,838.5,601.5,37.5,129642,9,44295.5,28.5,85346.5,294.125,204914.5,506.875,5097,339653.5,405.072749,832,608,29.5,101492,6.25,31597,23.25,69895,284.5,207133,518,4641,313266,376.5216346
1,086110,A,6,5,1,817.3333333,622.6666667,75.58333333,296169.6667,19.20833333,124637.5,56.375,171532.1667,254.7083333,203122.8333,487.0416667,4554,503846.5,616.4516721,808.6,631.4,67.55,237400.4,14.55,76467.2,53,160933.2,235.8,187165.8,505.25,4480.4,429046.6,530.6042543,861,579,115.75,590016,42.5,365489,73.25,224527,349.25,282908,396,4922,877846,1019.565621,861,579,115.75,590016,42.5,365489,73.25,224527,349.25,282908,396,4922,877846,1019.565621
1,086116,A,7,5,2,917.5714286,522.4285714,64.78571429,227408.5714,16.71428571,85369.14286,48.07142857,142039.4286,293.25,232439.7143,559.5357143,4500.571429,464348.8571,506.062899,912.4,527.6,81.25,288323.4,22,112648.2,59.25,175675.2,312.95,257031.8,518.2,4542.6,549897.8,602.6937747,930.5,509.5,23.625,75121.5,3.5,17171.5,20.125,57950,244,170959.5,662.875,4395.5,250476.5,269.1848469,933,507,17.75,51681,1.25,5842,16.5,45839,193.5,133898,721.75,3655,189234,202.8231511
1,085117,A,7,5,2,900.8571429,539.1428571,113.9285714,422724.1429,36.46428571,187356.7143,77.46428571,235367.4286,412.5,322049.7143,374.4285714,5139,749912.8571,832.4437044,906.6,533.4,124.6,462905,40.95,207171.8,83.65,255733.2,412.5,320294.4,369.5,5098.2,788297.6,869.5098169,886.5,553.5,87.25,322272,25.25,137819,62,184453,412.5,326438,386.75,5241,653951,737.677383,909,531,105.75,398093,36.5,189714,69.25,208379,401.25,331805,402,4962,734860,808.4268427
1,085118,A,5,3,2,862.4,577.6,38.05,131780.2,9.65,46831.8,28.4,84948.4,224.2,154238.8,600.15,4059.8,290078.8,336.3622449,914.3333333,525.6666667,46,159079,11.83333333,57522.66667,34.16666667,101556.3333,258.8333333,185401.3333,609.5,4502.666667,348983,381.6802771,784.5,655.5,26.125,90832,6.375,30795.5,19.75,60036.5,172.25,107495,586.125,3395.5,201722.5,257.1351179,762,678,27.25,89039,4.25,20204,23,68835,165,111110,569.75,3094,203243,266.7230971
1,085124,A,7,5,2,886.5714286,553.4285714,88.46428571,302730.1429,17.92857143,91078.57143,70.53571429,211651.5714,274.6071429,239393.4286,523.5,3573.571429,545697.1429,615.5140187,906.8,533.2,84.35,285227.2,16.55,81556.6,67.8,203670.6,285.55,239890.2,536.9,3870.8,528988.2,583.3570798,836,604,98.75,346487.5,21.375,114883.5,77.375,231604,247.25,238151.5,490,2830.5,587469.5,702.7147129,729,711,98.25,317065,14.25,72768,84,244297,285.5,305979,345.25,2357,625401,857.8888889
1,086201,A,2,2,0,1000,440,73,244920,15.125,72322,57.875,172598,324.625,268297,602.375,5625.5,518842.5,518.8425,1000,440,73,244920,15.125,72322,57.875,172598,324.625,268297,602.375,5625.5,518842.5,518.8425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,085203,A,7,5,2,898.4285714,541.5714286,59.67857143,228152,20.03571429,108248.7143,39.64285714,119903.2857,253.9642857,189235.5714,584.7857143,4131.285714,421518.8571,469.1734775,905.6,534.4,56.55,217134.4,19.6,104572.2,36.95,112562.2,252.1,187049.6,596.95,4046.8,408230.8,450.784894,880.5,559.5,67.5,255696,21.125,117440,46.375,138256,258.625,194700.5,554.375,4342.5,454739,516.4554231,868,572,92,342397,26.75,148373,65.25,194024,287.75,229673,488.25,4510,576580,664.2626728
